booking_id,booking_date,departure_date,lead_time_days,airline,origin,destination,haul_type,cabin_class,trip_type,fare_basis,booking_channel,booking_source,pax_count,base_fare_inr,taxes_inr,total_fare_inr,ancillary_revenue_inr,payment_method,prior_bookings,booking_status,customer_complaint,satisfaction_score
CLR-00546,2025-10-05,2026-01-23,110,Lufthansa,DEL,JFK,Long-Haul,Economy,Round-Trip,QOWRT,B2C_Website,NDC,4,45031.0,6400.93,205727.72,9635.17,Credit Card,0,Ticketed,,5
CLR-00547,2025-07-06,2025-10-30,116,British Airways,BOM,FRA,Long-Haul,Business,Round-Trip,QOWRT,API_Partner,GDS,1,75822.31,12989.37,88811.68,1404.68,Agent Credit,0,Confirmed,,
CLR-00548,2025-01-13,2025-04-12,89,Lufthansa,COK,DOH,Medium-Haul,Economy,Round-Trip,MOWRT,B2B_Agent,GDS,3,17776.18,3415.11,63573.87,0.0,Debit Card,0,Ticketed,,
CLR-00549,2025-02-03,2025-02-14,11,Air France,DEL,LHR,Long-Haul,Business,One-Way,HOWRT,API_Partner,NDC,4,88173.63,8912.98,388346.44,1615.12,Credit Card,10,Ticketed,,4
CLR-00550,2025-03-19,2025-04-09,21,KLM,DEL,YYZ,Long-Haul,Economy,Round-Trip,LOWRT,B2C_Website,NDC,2,43404.64,8963.55,104736.38,0.0,Credit Card,1,Confirmed,,4
CLR-00551,2025-08-14,2025-10-28,75,Etihad Airways,BLR,SFO,Long-Haul,Economy,Round-Trip,HOWRT,B2B_Agent,GDS,1,54544.29,11132.96,65677.25,0.0,Bank Transfer,11,Confirmed,,
CLR-00552,2025-07-01,2025-09-17,78,Air France,MAA,DXB,Medium-Haul,Premium Economy,Round-Trip,LOWRT,B2C_Website,GDS,1,44450.31,9183.4,53633.71,0.0,Agent Credit,0,Cancelled,,4
CLR-00553,2025-08-23,2025-11-16,85,American Airlines,MAA,SIN,Medium-Haul,Economy,Round-Trip,YOWRT,B2B_Agent,GDS,3,13146.08,1419.12,43695.6,9240.18,Credit Card,0,Ticketed,,
CLR-00554,2025-05-14,2025-07-24,71,Emirates,COK,DOH,Medium-Haul,Economy,Round-Trip,,B2B_Agent,GDS,3,22645.15,4651.65,81890.4,0.0,Agent Credit,0,Cancelled,,3
CLR-00555,2025-01-07,2025-04-12,95,Singapore Airlines,DEL,AUH,Medium-Haul,Economy,Multi-City,HOWRT,B2C_Website,GDS,2,21364.24,2025.68,46779.84,0.0,Credit Card,0,Confirmed,,2
CLR-00556,2025-07-18,2025-08-29,42,Condor,HYD,LHR,Long-Haul,Economy,Round-Trip,LOWRT,B2B_Agent,GDS,1,44960.52,7321.99,52282.51,0.0,Debit Card,0,Refunded,,
CLR-00557,2025-04-07,2025-05-01,24,Condor,DEL,AUH,Medium-Haul,Economy,Round-Trip,LOWRT,B2C_Website,GDS,2,11710.39,1348.25,26117.28,3706.33,Debit Card,12,Confirmed,,2
CLR-00558,2025-08-09,2025-08-20,11,Air France,BOM,FRA,Long-Haul,First,Round-Trip,VOWRT,B2C_Website,NDC,4,233328.73,42419.36,1102992.36,5704.72,UPI,19,Ticketed,,
CLR-00559,2025-08-25,2025-10-06,42,Emirates,CCU,BKK,Medium-Haul,Business,Round-Trip,,B2C_Website,NDC,1,79965.02,15221.91,95186.93,3724.41,Bank Transfer,19,No-Show,,4
CLR-00560,2025-08-30,2025-09-19,20,American Airlines,BOM,LHR,Long-Haul,Economy,Round-Trip,LOWRT,B2C_Website,NDC,4,26117.45,3868.38,119943.32,13059.99,Agent Credit,16,Refunded,Refund not processed after 30 days,1
CLR-00561,2025-09-11,2025-12-23,103,Lufthansa,COK,DOH,Medium-Haul,Economy,Round-Trip,MOWRT,Mobile_App,GDS,1,18397.65,3014.94,21412.59,3909.49,UPI,0,Ticketed,,3
CLR-00562,2025-04-30,2025-08-25,117,Emirates,DEL,AUH,Medium-Haul,Business,Round-Trip,EOWRT,B2C_Website,GDS,1,85445.7,16185.41,101631.11,604.05,Bank Transfer,0,Ticketed,,4
CLR-00563,2025-09-28,2025-11-30,63,Singapore Airlines,BOM,FRA,Long-Haul,Business,One-Way,BOWRT,Mobile_App,GDS,1,165178.76,19601.67,184780.43,0.0,UPI,0,Confirmed,,4
CLR-00564,2025-06-10,2025-08-27,78,Condor,DEL,SIN,Medium-Haul,Business,Round-Trip,YOWRT,B2C_Website,GDS,1,71761.95,7699.49,79461.44,3912.28,UPI,14,Confirmed,,3
CLR-00565,2025-03-17,2025-05-14,58,British Airways,CCU,BKK,Medium-Haul,Economy,Multi-City,BOWRT,B2C_Website,NDC,2,20007.04,2870.34,45754.76,0.0,Credit Card,13,Cancelled,,4
CLR-00566,2025-07-22,2025-08-14,23,Singapore Airlines,DEL,AUH,Medium-Haul,Business,Round-Trip,YOWRT,B2B_Agent,NDC,2,71005.21,12774.76,167559.94,3947.15,Credit Card,0,Ticketed,,5
CLR-00567,2025-09-10,2025-11-01,52,Air France,DEL,SIN,Medium-Haul,Economy,One-Way,BOWRT,B2C_Website,GDS,3,15624.47,1502.06,51379.59,2182.19,Credit Card,0,No-Show,,4
CLR-00568,2025-03-12,2025-05-16,65,American Airlines,DEL,AUH,Medium-Haul,Economy,Round-Trip,YOWRT,B2C_Website,GDS,1,19383.92,3442.54,22826.46,2839.81,Credit Card,12,Cancelled,,3
CLR-00569,2025-03-19,2025-05-27,69,Singapore Airlines,DEL,LHR,Long-Haul,Economy,One-Way,LOWRT,B2C_Website,GDS,1,30109.77,3787.45,33897.22,892.63,Bank Transfer,4,Ticketed,,5
CLR-00570,2025-04-16,2025-05-12,26,Air Canada,BLR,SFO,Long-Haul,Business,Round-Trip,YOWRT,B2C_Website,GDS,1,146400.96,16422.29,162823.25,716.81,Credit Card,0,Refunded,,3
CLR-00571,2025-11-05,2026-02-10,97,Emirates,HYD,AMS,Long-Haul,Economy,Round-Trip,VOWRT,B2C_Website,GDS,4,40652.25,8285.65,195751.6,0.0,Agent Credit,2,Ticketed,,5
CLR-00572,2025-07-10,2025-07-20,10,Lufthansa,BOM,LHR,Long-Haul,Premium Economy,One-Way,QOWRT,B2B_Agent,NDC,1,94296.07,19258.15,113554.22,310.16,Bank Transfer,8,Ticketed,,4
CLR-00573,2025-05-20,2025-06-24,35,Singapore Airlines,DEL,LHR,Long-Haul,Economy,One-Way,YOWRT,API_Partner,NDC,2,18989.83,2668.99,43317.64,6386.97,Agent Credit,16,Confirmed,,3
CLR-00574,2025-04-07,2025-05-08,31,Air France,BOM,FRA,Long-Haul,First,Multi-City,QOWRT,B2B_Agent,GDS,2,283316.67,51047.91,668729.16,0.0,Credit Card,0,Ticketed,,
CLR-00575,2025-07-28,2025-08-20,23,Lufthansa,BLR,SFO,Long-Haul,Economy,One-Way,QOWRT,Mobile_App,GDS,2,42871.58,5877.51,97498.18,2932.23,Credit Card,0,Refunded,,4
CLR-00576,2025-11-17,2025-12-06,19,American Airlines,BOM,CDG,Long-Haul,Economy,Round-Trip,BOWRT,API_Partner,NDC,1,48443.24,6563.53,55006.77,3451.81,Agent Credit,0,Ticketed,,5
CLR-00577,2025-09-08,2025-09-23,15,American Airlines,DEL,AUH,Medium-Haul,Economy,Round-Trip,MOWRT,B2B_Agent,GDS,2,19692.62,4299.16,47983.56,1140.47,Debit Card,0,Confirmed,Refund not processed after 30 days,2
CLR-00578,2025-06-05,2025-09-19,106,British Airways,COK,DOH,Medium-Haul,Premium Economy,One-Way,BOWRT,Mobile_App,NDC,1,20082.85,3788.62,23871.47,0.0,Debit Card,0,Refunded,,2
CLR-00579,2025-11-14,2026-01-29,76,Singapore Airlines,MAA,DXB,Medium-Haul,Economy,Round-Trip,LOWRT,B2C_Website,GDS,1,19910.74,3993.39,23904.13,3132.29,UPI,0,Ticketed,,5
CLR-00580,2025-02-14,2025-04-16,61,British Airways,BOM,LHR,Long-Haul,Economy,Round-Trip,MOWRT,B2B_Agent,GDS,1,45614.55,5190.62,50805.17,1870.2,Credit Card,1,Confirmed,,2
CLR-00581,2025-08-26,2025-10-01,36,Lufthansa,BLR,SFO,Long-Haul,Business,Round-Trip,QOWRT,B2C_Website,GDS,1,84365.96,12084.72,96450.68,0.0,,6,Ticketed,Coupon status shows used but passenger never flew,2
CLR-00582,2025-06-24,2025-10-13,111,Emirates,BLR,SFO,Long-Haul,Economy,Multi-City,EOWRT,B2C_Website,GDS,1,22536.76,4891.19,27427.95,0.0,Debit Card,0,No-Show,,4
CLR-00583,2025-10-13,2026-01-11,90,KLM,DEL,YYZ,Long-Haul,Economy,Round-Trip,BOWRT,B2B_Agent,GDS,2,51507.45,10434.1,123883.1,0.0,Credit Card,0,Cancelled,,4
CLR-00584,2025-10-26,2025-12-18,53,British Airways,DEL,CDG,Long-Haul,Economy,Round-Trip,HOWRT,B2B_Agent,NDC,1,19843.78,3776.91,23620.69,0.0,Credit Card,0,Ticketed,,4
CLR-00585,2025-04-20,2025-05-03,13,Lufthansa,HYD,AMS,Long-Haul,Economy,One-Way,EOWRT,B2C_Website,GDS,2,49808.34,4458.8,108534.28,14898.67,Credit Card,0,Refunded,,4
CLR-00586,2025-01-22,2025-05-14,112,Lufthansa,DEL,AUH,Medium-Haul,Economy,Round-Trip,BOWRT,B2C_Website,GDS,2,20726.34,2027.57,45507.82,13887.44,Bank Transfer,0,Ticketed,,5
CLR-00587,2025-03-16,2025-06-23,99,American Airlines,BOM,DXB,Medium-Haul,Economy,Multi-City,HOWRT,B2B_Agent,GDS,1,23628.56,4719.88,28348.44,3540.04,Debit Card,0,Ticketed,,5
CLR-00588,2025-09-08,2025-10-22,44,British Airways,DEL,SIN,Medium-Haul,Premium Economy,Multi-City,BOWRT,B2B_Agent,GDS,4,23979.38,4959.26,115754.56,2132.03,Credit Card,0,Ticketed,,4
CLR-00589,2025-03-13,2025-06-24,103,Condor,MAA,KUL,Medium-Haul,Premium Economy,Round-Trip,EOWRT,B2B_Agent,GDS,3,17986.65,3258.89,63736.62,3415.79,Credit Card,16,Confirmed,,4
CLR-00590,2025-06-24,2025-07-13,19,Singapore Airlines,BOM,LHR,Long-Haul,Economy,Round-Trip,VOWRT,B2B_Agent,GDS,1,24665.91,5199.01,29864.92,3341.66,Agent Credit,0,Ticketed,,3
CLR-00591,2025-07-18,2025-08-28,41,Etihad Airways,DEL,CDG,Long-Haul,Economy,One-Way,LOWRT,B2B_Agent,GDS,3,21619.06,3349.47,74905.59,0.0,Agent Credit,20,Ticketed,,3
CLR-00592,2025-04-23,2025-07-12,80,Singapore Airlines,BOM,CDG,Long-Haul,Business,One-Way,HOWRT,Mobile_App,GDS,1,161391.78,16794.09,178185.87,1757.85,Bank Transfer,0,Ticketed,,4
CLR-00593,2025-08-24,2025-11-11,79,Etihad Airways,HYD,AMS,Long-Haul,Business,Round-Trip,MOWRT,B2B_Agent,NDC,2,120003.03,13500.98,267008.02,0.0,Debit Card,9,Refunded,,5
CLR-00594,2025-09-26,2025-11-09,44,Air France,DEL,AUH,Medium-Haul,Economy,Round-Trip,VOWRT,B2C_Website,GDS,1,18216.21,3239.75,21455.96,1670.95,Debit Card,0,Confirmed,,
CLR-00595,2025-10-16,2025-11-17,32,Emirates,MAA,SIN,Medium-Haul,Premium Economy,Round-Trip,MOWRT,B2B_Agent,GDS,1,36559.86,7578.36,44138.22,0.0,Credit Card,0,Confirmed,,3
CLR-00596,2025-01-19,2025-03-09,49,Air France,BLR,CDG,Long-Haul,Business,One-Way,YOWRT,B2B_Agent,GDS,2,94376.2,14490.1,217732.6,1906.2,Credit Card,0,Ticketed,,4
CLR-00597,2025-12-02,2026-03-13,101,Air Canada,HYD,AMS,Long-Haul,Economy,One-Way,BOWRT,Mobile_App,GDS,3,40138.52,3644.04,131347.68,0.0,UPI,0,Ticketed,,4
CLR-00598,2025-03-29,2025-07-06,99,British Airways,BOM,LHR,Long-Haul,Business,Round-Trip,,B2C_Website,GDS,1,82008.54,8079.54,90088.08,1610.8,Credit Card,0,Confirmed,,4
CLR-00599,2025-08-24,2025-10-31,68,Lufthansa,MAA,DXB,Medium-Haul,Economy,Round-Trip,HOWRT,API_Partner,GDS,2,21368.54,3437.05,49611.18,6258.16,Debit Card,0,Ticketed,,4
CLR-00600,2025-07-31,2025-09-18,49,Air Canada,CCU,BKK,Medium-Haul,Economy,One-Way,EOWRT,B2B_Agent,NDC,2,15648.99,2545.47,36388.92,0.0,Credit Card,0,No-Show,,4
CLR-00601,2025-08-26,2025-09-12,17,Air France,DEL,YYZ,Long-Haul,Economy,One-Way,HOWRT,B2B_Agent,GDS,1,34994.34,4693.37,39687.71,1445.31,Credit Card,11,Confirmed,,5
CLR-00602,2025-02-21,2025-03-12,19,Air Canada,DEL,SIN,Medium-Haul,Economy,Round-Trip,HOWRT,B2C_Website,GDS,2,21574.69,3116.26,49381.9,2354.78,Credit Card,18,Ticketed,,5
CLR-00603,2025-03-20,2025-07-18,120,American Airlines,CCU,BKK,Medium-Haul,Premium Economy,Round-Trip,BOWRT,B2C_Website,GDS,1,17251.6,2307.31,19558.91,1800.59,Credit Card,0,Cancelled,,3
CLR-00604,2025-04-18,2025-04-19,1,Etihad Airways,MAA,SIN,Medium-Haul,Business,One-Way,EOWRT,B2B_Agent,GDS,2,83026.9,12378.27,190810.34,0.0,Agent Credit,0,Ticketed,,
CLR-00605,2025-11-20,2026-02-14,86,British Airways,DEL,AUH,Medium-Haul,Economy,Round-Trip,BOWRT,B2C_Website,GDS,1,11845.38,984.49,12829.87,2702.66,Agent Credit,5,Ticketed,Fare difference charged incorrectly during rebooking,3
CLR-00606,2025-05-08,2025-07-07,60,KLM,BLR,FRA,Long-Haul,Premium Economy,Round-Trip,LOWRT,B2C_Website,GDS,2,37141.62,3816.02,81915.28,10139.44,Bank Transfer,0,Confirmed,,4
CLR-00607,2025-06-07,2025-07-08,31,Emirates,MAA,DXB,Medium-Haul,Business,Round-Trip,BOWRT,B2B_Agent,NDC,1,64329.08,6631.38,70960.46,0.0,Bank Transfer,0,Confirmed,,3
CLR-00608,2025-12-24,2026-03-17,83,Air France,BLR,FRA,Long-Haul,Economy,Multi-City,HOWRT,B2B_Agent,NDC,1,42510.58,3921.72,46432.3,0.0,Credit Card,0,Cancelled,,4
CLR-00609,2025-09-09,2025-09-23,14,Singapore Airlines,BOM,LHR,Long-Haul,Economy,Round-Trip,QOWRT,API_Partner,NDC,1,40270.67,4687.41,44958.08,2980.6,Bank Transfer,0,Ticketed,,5
CLR-00610,2025-12-28,2026-04-12,105,Lufthansa,CCU,BKK,Medium-Haul,Business,Round-Trip,BOWRT,B2B_Agent,GDS,1,55446.56,9894.6,65341.16,0.0,Bank Transfer,11,Cancelled,,3
CLR-00611,2025-08-11,2025-10-03,53,British Airways,DEL,CDG,Long-Haul,Premium Economy,Multi-City,HOWRT,B2B_Agent,GDS,2,42217.66,4509.2,93453.72,0.0,Agent Credit,0,Ticketed,,
CLR-00612,2025-12-29,2026-02-22,55,Singapore Airlines,DEL,AUH,Medium-Haul,Business,One-Way,VOWRT,B2B_Agent,GDS,1,56970.21,12440.68,69410.89,0.0,Credit Card,1,Confirmed,,3
CLR-00613,2025-07-10,2025-08-23,44,KLM,DEL,LHR,Long-Haul,Economy,One-Way,LOWRT,API_Partner,GDS,1,37454.5,7661.02,45115.52,467.47,Agent Credit,0,Ticketed,,4
CLR-00614,2025-11-18,2026-02-28,102,Emirates,MAA,SIN,Medium-Haul,Business,Multi-City,HOWRT,B2C_Website,GDS,2,77670.73,8637.45,172616.36,1600.57,Bank Transfer,17,Cancelled,,3
CLR-00615,2025-05-03,2025-06-23,51,Lufthansa,DEL,LHR,Long-Haul,Economy,Round-Trip,MOWRT,B2B_Agent,GDS,4,18211.24,3671.32,87530.24,5075.6,Bank Transfer,0,Ticketed,,5
CLR-00616,2025-04-01,2025-06-10,70,Air France,COK,DOH,Medium-Haul,Premium Economy,Multi-City,EOWRT,B2B_Agent,GDS,1,42891.11,7820.86,50711.97,0.0,Bank Transfer,0,Confirmed,,2
CLR-00617,2025-02-05,2025-02-15,10,KLM,BLR,FRA,Long-Haul,Business,Round-Trip,LOWRT,B2B_Agent,NDC,3,187937.31,18017.91,617865.66,8794.06,Debit Card,0,Ticketed,,5
CLR-00618,2025-04-07,2025-06-16,70,Air France,BOM,LHR,Long-Haul,Business,Round-Trip,EOWRT,B2C_Website,GDS,6,80686.91,8266.18,533718.54,20825.11,Agent Credit,17,Ticketed,,5
CLR-00619,2025-11-14,2026-02-04,82,Singapore Airlines,MAA,DXB,Medium-Haul,Premium Economy,One-Way,QOWRT,B2B_Agent,GDS,2,31458.21,4533.11,71982.64,3427.58,Credit Card,0,Cancelled,Visa rejected but non-refundable ticket purchased,1
CLR-00620,2025-01-04,2025-02-14,41,KLM,BOM,FRA,Long-Haul,Economy,Round-Trip,QOWRT,B2B_Agent,GDS,2,36088.52,7919.95,88016.94,1859.26,Agent Credit,4,Confirmed,,4
CLR-00621,2025-03-12,2025-06-10,90,Lufthansa,BOM,LHR,Long-Haul,First,Multi-City,HOWRT,B2B_Agent,GDS,5,122455.06,15083.27,687691.65,4534.35,Credit Card,0,Cancelled,Name spelling error on ticket needs correction,
CLR-00622,2025-05-16,2025-08-23,99,American Airlines,DEL,AUH,Medium-Haul,Business,Round-Trip,LOWRT,B2B_Agent,NDC,1,46533.57,8677.99,55211.56,7064.87,Credit Card,0,Ticketed,,
CLR-00623,2025-06-09,2025-10-05,118,KLM,DEL,YYZ,Long-Haul,Premium Economy,One-Way,YOWRT,B2B_Agent,NDC,4,38871.71,5705.46,178308.68,18333.01,Debit Card,11,Cancelled,,
CLR-00624,2025-02-23,2025-05-15,81,Emirates,DEL,LHR,Long-Haul,Economy,Multi-City,BOWRT,API_Partner,NDC,4,54612.79,4409.44,236088.92,27501.45,Bank Transfer,0,Ticketed,,4
CLR-00625,2025-03-11,2025-05-02,52,Lufthansa,BLR,SFO,Long-Haul,Business,Multi-City,MOWRT,B2B_Agent,NDC,1,94979.41,15646.51,110625.92,0.0,,8,Confirmed,,4
CLR-00626,2025-01-24,2025-04-28,94,Lufthansa,MAA,SIN,Medium-Haul,Economy,Round-Trip,VOWRT,B2B_Agent,GDS,2,22109.5,1811.35,47841.7,0.0,Debit Card,0,Refunded,Visa rejected but non-refundable ticket purchased,2
CLR-00627,2025-04-14,2025-08-02,110,Condor,BLR,FRA,Long-Haul,Economy,Multi-City,QOWRT,B2B_Agent,GDS,1,53097.95,7499.72,60597.67,503.06,Debit Card,4,Refunded,EMD for ancillary service not reflecting,2
CLR-00628,2025-08-07,2025-11-14,99,Emirates,DEL,LHR,Long-Haul,Business,Round-Trip,QOWRT,B2C_Website,GDS,2,87900.95,17662.7,211127.3,10244.56,Credit Card,0,Confirmed,,4
CLR-00629,2025-03-16,2025-03-31,15,American Airlines,BOM,LHR,Long-Haul,Economy,Round-Trip,MOWRT,B2C_Website,NDC,3,18359.2,2926.49,63857.07,0.0,Credit Card,0,Ticketed,,5
CLR-00630,2025-09-28,2025-09-29,1,Air France,BLR,FRA,Long-Haul,Economy,Round-Trip,BOWRT,B2C_Website,GDS,1,24607.71,4492.55,29100.26,1877.92,Agent Credit,0,Ticketed,,5
CLR-00631,2025-06-16,2025-06-22,6,American Airlines,DEL,AUH,Medium-Haul,Economy,One-Way,YOWRT,B2B_Agent,NDC,5,19725.4,1863.0,107942.0,0.0,Agent Credit,0,Cancelled,,2
CLR-00632,2025-04-20,2025-05-18,28,KLM,BLR,CDG,Long-Haul,Economy,One-Way,QOWRT,B2B_Agent,GDS,1,51002.04,4747.66,55749.7,555.89,Credit Card,0,Ticketed,,4
CLR-00633,2025-01-04,2025-05-03,119,Condor,MAA,DXB,Medium-Haul,Business,Round-Trip,LOWRT,API_Partner,NDC,1,28005.53,4970.79,32976.32,1879.99,Bank Transfer,0,Refunded,,4
CLR-00634,2025-01-24,2025-04-28,94,Condor,HYD,AMS,Long-Haul,Business,One-Way,EOWRT,B2B_Agent,NDC,2,65722.16,11935.42,155315.16,,UPI,13,Ticketed,,5
CLR-00635,2025-12-17,2026-04-04,108,KLM,DEL,YYZ,Long-Haul,Economy,Round-Trip,EOWRT,B2B_Agent,NDC,2,27553.64,4211.21,63529.7,13838.29,Debit Card,0,Ticketed,,4
CLR-00636,2025-04-21,2025-06-18,58,Etihad Airways,DEL,YYZ,Long-Haul,Premium Economy,Round-Trip,YOWRT,API_Partner,NDC,1,44892.87,5448.86,50341.73,4824.34,Credit Card,0,Confirmed,Refund not processed after 30 days,2
CLR-00637,2025-01-28,2025-04-05,67,British Airways,HYD,AMS,Long-Haul,Business,One-Way,VOWRT,API_Partner,NDC,4,93211.66,14663.95,431502.44,6150.46,Credit Card,0,Cancelled,,2
CLR-00638,2025-12-24,2026-03-16,82,British Airways,MAA,SIN,Medium-Haul,Economy,Round-Trip,HOWRT,B2C_Website,GDS,1,15835.29,2777.31,18612.6,794.94,UPI,6,Ticketed,,5
CLR-00639,2025-02-12,2025-05-12,89,Emirates,COK,DOH,Medium-Haul,First,Round-Trip,YOWRT,B2B_Agent,GDS,1,121360.99,26502.38,147863.37,1318.57,Credit Card,0,Ticketed,,3
CLR-00640,2025-09-09,2025-11-15,67,Etihad Airways,MAA,SIN,Medium-Haul,Economy,Round-Trip,QOWRT,API_Partner,GDS,1,8686.51,1223.55,9910.06,0.0,Credit Card,0,Ticketed,,3
CLR-00641,2025-03-04,2025-04-04,31,Etihad Airways,DEL,YYZ,Long-Haul,Business,Round-Trip,LOWRT,B2C_Website,GDS,1,169144.59,32123.87,201268.46,3074.0,Bank Transfer,0,Cancelled,,3
CLR-00642,2025-01-09,2025-04-18,99,British Airways,BOM,CDG,Long-Haul,Economy,One-Way,MOWRT,B2B_Agent,NDC,1,27055.29,4166.53,31221.82,7076.17,UPI,0,Ticketed,,4
CLR-00643,2025-04-07,2025-06-14,68,Lufthansa,MAA,SIN,Medium-Haul,Economy,Round-Trip,LOWRT,B2B_Agent,NDC,2,20341.82,3113.14,46909.92,1815.28,Credit Card,0,Ticketed,,5
CLR-00644,2025-02-12,2025-04-13,60,Lufthansa,BOM,DXB,Medium-Haul,Economy,Round-Trip,LOWRT,Mobile_App,GDS,3,22726.65,1952.78,74038.29,9664.94,UPI,0,Confirmed,,
CLR-00645,2025-05-24,2025-09-12,111,British Airways,MAA,KUL,Medium-Haul,Economy,Multi-City,VOWRT,API_Partner,GDS,3,14262.32,2251.34,49540.98,15281.2,Agent Credit,0,Confirmed,,4
CLR-00646,2025-05-30,2025-06-30,31,Condor,COK,DOH,Medium-Haul,Economy,Round-Trip,HOWRT,API_Partner,GDS,1,23019.16,2235.28,25254.44,653.35,,0,Refunded,,4
CLR-00647,2025-05-04,2025-07-19,76,Condor,MAA,SIN,Medium-Haul,Economy,Multi-City,MOWRT,B2B_Agent,GDS,1,22531.83,4084.36,26616.19,0.0,Bank Transfer,0,Ticketed,,4
CLR-00648,2025-01-05,2025-01-07,2,Condor,HYD,AMS,Long-Haul,Business,One-Way,VOWRT,Mobile_App,NDC,3,133561.02,26346.72,479723.22,21364.9,Credit Card,0,Ticketed,,4
CLR-00649,2025-01-02,2025-04-25,113,Condor,BOM,CDG,Long-Haul,Economy,Multi-City,VOWRT,B2C_Website,NDC,1,47838.41,9659.43,57497.84,608.86,Credit Card,14,Cancelled,,2
CLR-00650,2025-04-21,2025-07-08,78,British Airways,BOM,CDG,Long-Haul,Economy,Round-Trip,LOWRT,B2B_Agent,NDC,1,52523.29,9315.45,61838.74,630.05,Debit Card,0,Ticketed,Duplicate charge on credit card for same booking,1
CLR-00651,2025-09-23,2025-12-21,89,KLM,DEL,CDG,Long-Haul,Premium Economy,Multi-City,YOWRT,B2C_Website,GDS,4,66703.67,7233.71,295749.52,8978.3,Bank Transfer,0,Ticketed,,3
CLR-00652,2025-05-11,2025-09-03,115,American Airlines,DEL,AUH,Medium-Haul,Economy,Round-Trip,QOWRT,B2C_Website,GDS,1,15216.05,2413.14,17629.19,0.0,Agent Credit,0,Ticketed,,4
CLR-00653,2025-06-25,2025-08-03,39,Emirates,DEL,JFK,Long-Haul,Business,Round-Trip,BOWRT,Mobile_App,GDS,2,92197.54,12207.17,208809.42,0.0,Bank Transfer,0,Ticketed,Visa rejected but non-refundable ticket purchased,
CLR-00654,2025-01-09,2025-04-11,92,Air Canada,BOM,FRA,Long-Haul,Economy,Round-Trip,MOWRT,B2B_Agent,GDS,2,46271.91,7411.84,107367.5,6847.9,Bank Transfer,0,Ticketed,,5
CLR-00655,2025-03-16,2025-05-24,69,Singapore Airlines,BLR,CDG,Long-Haul,Economy,Round-Trip,YOWRT,Mobile_App,NDC,1,46484.0,9493.31,55977.31,726.64,Agent Credit,0,Refunded,,3
CLR-00656,2025-01-29,2025-03-23,53,Air France,BOM,CDG,Long-Haul,First,One-Way,YOWRT,B2C_Website,GDS,3,249650.43,26050.53,827102.88,1214.25,Agent Credit,0,Confirmed,,4
CLR-00657,2025-10-15,2026-01-20,97,Air Canada,DEL,LHR,Long-Haul,Business,Multi-City,EOWRT,API_Partner,GDS,1,179704.33,28622.86,208327.19,2103.35,Debit Card,0,Ticketed,,5
CLR-00658,2025-07-13,2025-08-27,45,KLM,DEL,YYZ,Long-Haul,Business,Round-Trip,EOWRT,B2B_Agent,GDS,1,161933.67,31255.23,193188.9,1607.26,Agent Credit,10,Confirmed,,4
CLR-00659,2025-01-16,2025-05-03,107,Emirates,HYD,AMS,Long-Haul,Business,Round-Trip,MOWRT,B2B_Agent,GDS,2,69794.99,6122.5,151834.98,5019.5,Credit Card,3,Ticketed,,
CLR-00660,2025-02-11,2025-03-21,38,KLM,BOM,CDG,Long-Haul,Business,Round-Trip,BOWRT,B2B_Agent,GDS,4,175723.94,37415.02,852555.84,11269.78,Credit Card,0,Confirmed,,4
CLR-00661,2025-03-13,2025-06-14,93,Lufthansa,CCU,BKK,Medium-Haul,Premium Economy,Round-Trip,QOWRT,B2C_Website,NDC,1,36584.64,7157.45,43742.09,3557.73,Agent Credit,0,Confirmed,,2
CLR-00662,2025-04-12,2025-05-08,26,Condor,BOM,FRA,Long-Haul,Economy,Round-Trip,BOWRT,B2B_Agent,GDS,4,30493.32,6542.1,148141.68,,Agent Credit,6,Ticketed,,5
CLR-00663,2025-05-02,2025-08-16,106,American Airlines,HYD,LHR,Long-Haul,Economy,Round-Trip,BOWRT,B2C_Website,GDS,1,34336.1,7031.9,41368.0,3983.64,,13,Refunded,,3
CLR-00664,2025-08-09,2025-09-14,36,Air France,MAA,KUL,Medium-Haul,Economy,One-Way,VOWRT,B2B_Agent,NDC,2,23770.63,4913.53,57368.32,8170.93,Credit Card,0,No-Show,,2
CLR-00665,2025-11-18,2025-12-13,25,British Airways,BOM,LHR,Long-Haul,Business,Round-Trip,QOWRT,B2C_Website,GDS,3,92212.86,12876.87,315269.19,2062.1,Debit Card,8,Confirmed,,3
CLR-00666,2025-09-10,2025-12-20,101,British Airways,BLR,SFO,Long-Haul,Premium Economy,Multi-City,YOWRT,B2C_Website,GDS,2,58787.03,12424.47,142423.0,1400.31,Debit Card,6,Confirmed,,4
CLR-00667,2025-03-23,2025-04-04,12,American Airlines,CCU,BKK,Medium-Haul,Economy,Multi-City,MOWRT,B2B_Agent,GDS,2,17680.34,3227.52,41815.72,11513.02,,0,Cancelled,,4
CLR-00668,2025-12-16,2026-01-20,35,Lufthansa,DEL,JFK,Long-Haul,Premium Economy,Multi-City,EOWRT,B2C_Website,GDS,5,91741.33,7824.65,497829.9,9737.89,Agent Credit,0,Ticketed,,5
CLR-00669,2025-06-02,2025-09-23,113,American Airlines,BOM,CDG,Long-Haul,Business,One-Way,HOWRT,B2C_Website,GDS,1,120748.95,18884.77,139633.72,5118.5,UPI,0,Refunded,Schedule change not communicated,1
