booking_id,booking_date,departure_date,lead_time_days,airline,origin,destination,haul_type,cabin_class,trip_type,fare_basis,booking_channel,booking_source,pax_count,base_fare_inr,taxes_inr,total_fare_inr,ancillary_revenue_inr,payment_method,prior_bookings,booking_status,customer_complaint,satisfaction_score,calculated_lead_time,expected_total_fare,route,booking_month,booking_day,travel_month,fare_per_passenger,booking_window,loyalty_segment,is_cancelled,lead_time_bin,fare_quintile,booking_month_name,customer_type
CLR-00329,2025-01-13,2025-02-05,23,Condor,BOM,FRA,Long-Haul,Economy,Round-Trip,VOWRT,B2B_Agent,GDS,2,46991.66,9855.32,113693.96,0.0,Debit Card,0,Ticketed,No,5.0,23,113693.96,BOM → FRA,1,Monday,February,56846.98,Short_Term,New,0,8-30d,Q4,Jan,New Customer
CLR-00330,2025-03-12,2025-06-30,110,Air Canada,DEL,SIN,Medium-Haul,Economy,Round-Trip,MOWRT,B2B_Agent,GDS,2,21971.64,4088.77,52120.82,0.0,Debit Card,0,Ticketed,No,5.0,110,52120.82,DEL → SIN,3,Wednesday,June,26060.41,Early_Bird,New,0,91-180d,Q2,Mar,New Customer
CLR-00331,2025-08-25,2025-10-08,44,American Airlines,MAA,SIN,Medium-Haul,Business,Round-Trip,YOWRT,B2C_Website,GDS,2,50294.66,8089.96,116769.24,0.0,UPI,0,Ticketed,No,4.0,44,116769.24,MAA → SIN,8,Monday,October,58384.62,Planned,New,0,31-90d,Q4,Aug,New Customer
CLR-00332,2025-10-28,2025-10-31,3,Air France,BLR,SFO,Long-Haul,Business,Round-Trip,MOWRT,B2B_Agent,GDS,2,189904.53,20621.48,421052.02,2818.55,Debit Card,18,Ticketed,No,4.0,3,421052.02,BLR → SFO,10,Tuesday,October,210526.01,Last_Minute,Frequent,0,0-7d,"Q5
(Highest)",Oct,Repeat Customer
CLR-00333,2025-01-14,2025-02-07,24,KLM,COK,DOH,Medium-Haul,Business,Round-Trip,QOWRT,B2B_Agent,NDC,2,31418.46,4794.28,72425.48,0.0,Agent Credit,0,Confirmed,No,5.0,24,72425.48,COK → DOH,1,Tuesday,February,36212.74,Short_Term,New,0,8-30d,Q3,Jan,New Customer
CLR-00334,2025-06-08,2025-08-03,56,Etihad Airways,MAA,DXB,Medium-Haul,Premium Economy,Round-Trip,LOWRT,Mobile_App,GDS,2,20572.1,4500.19,50144.58,3947.79,Debit Card,0,Ticketed,No,4.0,56,50144.579999999994,MAA → DXB,6,Sunday,August,25072.29,Planned,New,0,31-90d,Q2,Jun,New Customer
CLR-00335,2025-08-22,2025-10-06,45,Lufthansa,MAA,KUL,Medium-Haul,Premium Economy,One-Way,MOWRT,API_Partner,NDC,4,28409.54,5895.45,137219.96,0.0,Credit Card,0,Ticketed,No,4.0,45,137219.96,MAA → KUL,8,Friday,October,34304.99,Planned,New,0,31-90d,Q4,Aug,New Customer
CLR-00336,2025-04-22,2025-08-17,117,Lufthansa,MAA,DXB,Medium-Haul,First,One-Way,MOWRT,B2C_Website,GDS,1,89829.8,9259.43,99089.23,503.03,Debit Card,0,Refunded,No,4.0,117,99089.23000000001,MAA → DXB,4,Tuesday,August,99089.23,Early_Bird,New,1,91-180d,Q4,Apr,New Customer
CLR-00337,2025-02-28,2025-05-30,91,American Airlines,BLR,FRA,Long-Haul,Premium Economy,One-Way,QOWRT,B2C_Website,GDS,2,41122.02,8013.03,98270.1,0.0,Credit Card,1,Cancelled,No,4.0,91,98270.09999999999,BLR → FRA,2,Friday,May,49135.05,Early_Bird,Occasional,1,91-180d,Q4,Feb,Repeat Customer
CLR-00338,2025-04-21,2025-07-22,92,British Airways,BOM,DXB,Medium-Haul,Economy,Round-Trip,VOWRT,B2C_Website,GDS,2,14640.51,1803.2,32887.42,0.0,Credit Card,1,Confirmed,No,3.0,92,32887.42,BOM → DXB,4,Monday,July,16443.71,Early_Bird,Occasional,0,91-180d,"Q1
(Lowest)",Apr,Repeat Customer
CLR-00339,2025-12-09,2025-12-18,9,KLM,DEL,JFK,Long-Haul,Business,One-Way,VOWRT,API_Partner,NDC,2,168365.23,21075.14,378880.74,0.0,Agent Credit,11,Confirmed,No,3.0,9,378880.74,DEL → JFK,12,Tuesday,December,189440.37,Short_Term,Frequent,0,8-30d,"Q5
(Highest)",Dec,Repeat Customer
CLR-00340,2025-12-03,2026-03-18,105,Singapore Airlines,BOM,LHR,Long-Haul,Economy,Round-Trip,VOWRT,B2B_Agent,NDC,2,44248.66,8441.6,105380.52,0.0,Credit Card,6,Ticketed,No,5.0,105,105380.52,BOM → LHR,12,Wednesday,March,52690.26,Early_Bird,Regular,0,91-180d,Q4,Dec,Repeat Customer
CLR-00341,2025-12-08,2026-02-08,62,American Airlines,MAA,SIN,Medium-Haul,Economy,Round-Trip,YOWRT,Mobile_App,GDS,3,11954.3,1987.87,41826.51,0.0,UPI,7,Confirmed,No,3.0,62,41826.509999999995,MAA → SIN,12,Monday,February,13942.17,Planned,Regular,0,31-90d,Q2,Dec,Repeat Customer
CLR-00342,2025-08-16,2025-11-19,95,Etihad Airways,DEL,AUH,Medium-Haul,Economy,Round-Trip,LOWRT,B2C_Website,GDS,5,20759.37,2326.32,115428.45,6320.46,Credit Card,0,Refunded,No,5.0,95,115428.45,DEL → AUH,8,Saturday,November,23085.69,Early_Bird,New,1,91-180d,Q4,Aug,New Customer
CLR-00343,2025-04-04,2025-05-31,57,KLM,DEL,LHR,Long-Haul,Business,Round-Trip,BOWRT,B2B_Agent,NDC,1,78035.93,8140.29,86176.22,6656.1,Agent Credit,6,Ticketed,No,5.0,57,86176.21999999999,DEL → LHR,4,Friday,May,86176.22,Planned,Regular,0,31-90d,Q3,Apr,Repeat Customer
CLR-00344,2025-11-22,2025-12-18,26,Emirates,BOM,LHR,Long-Haul,Economy,One-Way,MOWRT,Mobile_App,GDS,2,46036.13,8965.28,110002.82,3638.68,Debit Card,0,Ticketed,No,4.0,26,110002.81999999999,BOM → LHR,11,Saturday,December,55001.41,Short_Term,New,0,8-30d,Q4,Nov,New Customer
CLR-00345,2025-07-12,2025-09-22,72,Emirates,BOM,CDG,Long-Haul,Economy,One-Way,YOWRT,B2B_Agent,GDS,1,49825.9,9080.85,58906.75,1487.18,Unknown,0,Ticketed,No,5.0,72,58906.75,BOM → CDG,7,Saturday,September,58906.75,Planned,New,0,31-90d,Q3,Jul,New Customer
CLR-00346,2025-07-17,2025-11-14,120,Etihad Airways,BLR,SFO,Long-Haul,Economy,Multi-City,QOWRT,B2C_Website,NDC,3,41348.24,5439.17,140362.23,0.0,Agent Credit,0,Confirmed,No,4.0,120,140362.22999999998,BLR → SFO,7,Thursday,November,46787.41,Early_Bird,New,0,91-180d,Q4,Jul,New Customer
CLR-00347,2025-08-22,2025-11-18,88,Air Canada,BLR,FRA,Long-Haul,Economy,One-Way,VOWRT,B2C_Website,GDS,1,41700.46,8688.86,50389.32,3015.17,Agent Credit,0,Refunded,No,3.0,88,50389.32,BLR → FRA,8,Friday,November,50389.32,Planned,New,1,31-90d,Q2,Aug,New Customer
CLR-00348,2025-07-15,2025-09-29,76,Lufthansa,MAA,KUL,Medium-Haul,Business,One-Way,HOWRT,Mobile_App,GDS,2,76446.57,8994.93,170883.0,1430.02,Debit Card,0,Ticketed,"Seat allocation issue, paid for window got middle",3.0,76,170883.0,MAA → KUL,7,Tuesday,September,85441.5,Planned,New,0,31-90d,Q4,Jul,New Customer
CLR-00349,2025-04-01,2025-05-19,48,Etihad Airways,HYD,AMS,Long-Haul,Economy,Round-Trip,EOWRT,B2B_Agent,GDS,3,25115.19,4646.01,89283.6,1139.03,Agent Credit,13,Ticketed,No,4.0,48,89283.59999999999,HYD → AMS,4,Tuesday,May,29761.2,Planned,Frequent,0,31-90d,Q3,Apr,Repeat Customer
CLR-00350,2025-05-01,2025-07-02,62,KLM,MAA,DXB,Medium-Haul,Economy,Round-Trip,YOWRT,B2B_Agent,GDS,3,9646.31,1477.11,33370.26,0.0,Debit Card,11,Ticketed,No,5.0,62,33370.26,MAA → DXB,5,Thursday,July,11123.42,Planned,Frequent,0,31-90d,"Q1
(Lowest)",May,Repeat Customer
CLR-00351,2025-12-07,2026-01-28,52,Singapore Airlines,CCU,BKK,Medium-Haul,Economy,One-Way,MOWRT,B2B_Agent,NDC,2,20328.74,4153.48,48964.44,0.0,Credit Card,0,Ticketed,No,4.0,52,48964.44,CCU → BKK,12,Sunday,January,24482.22,Planned,New,0,31-90d,Q2,Dec,New Customer
CLR-00352,2025-01-02,2025-03-25,82,Air France,DEL,AUH,Medium-Haul,Premium Economy,Round-Trip,BOWRT,API_Partner,GDS,2,32966.95,4484.27,74902.44,0.0,Agent Credit,0,Ticketed,No,3.0,82,74902.44,DEL → AUH,1,Thursday,March,37451.22,Planned,New,0,31-90d,Q3,Jan,New Customer
CLR-00353,2025-10-20,2026-01-29,101,Air France,HYD,LHR,Long-Haul,Economy,Round-Trip,QOWRT,API_Partner,NDC,2,23885.18,3403.16,54576.68,0.0,Debit Card,0,Ticketed,No,3.0,101,54576.68,HYD → LHR,10,Monday,January,27288.34,Early_Bird,New,0,91-180d,Q2,Oct,New Customer
CLR-00354,2025-07-16,2025-10-23,99,Condor,BOM,LHR,Long-Haul,Premium Economy,Round-Trip,QOWRT,B2C_Website,GDS,2,37768.54,6679.36,88895.8,1431.78,UPI,0,Ticketed,No,5.0,99,88895.8,BOM → LHR,7,Wednesday,October,44447.9,Early_Bird,New,0,91-180d,Q3,Jul,New Customer
CLR-00355,2025-04-30,2025-05-29,29,KLM,BOM,LHR,Long-Haul,Economy,Round-Trip,VOWRT,B2B_Agent,NDC,1,39024.18,3818.07,42842.25,2181.1,Bank Transfer,0,Cancelled,No,5.0,29,42842.25,BOM → LHR,4,Wednesday,May,42842.25,Short_Term,New,1,8-30d,Q2,Apr,New Customer
CLR-00356,2025-03-06,2025-05-12,67,Singapore Airlines,BOM,CDG,Long-Haul,Economy,Round-Trip,LOWRT,B2B_Agent,GDS,1,48911.9,7335.64,56247.54,2265.99,Credit Card,0,Ticketed,Duplicate charge on credit card for same booking,2.0,67,56247.54,BOM → CDG,3,Thursday,May,56247.54,Planned,New,0,31-90d,Q2,Mar,New Customer
CLR-00357,2025-09-02,2025-11-22,81,Emirates,COK,DOH,Medium-Haul,Economy,Round-Trip,BOWRT,Mobile_App,NDC,1,22417.19,4726.01,27143.2,600.2,Credit Card,0,Ticketed,No,4.0,81,27143.199999999997,COK → DOH,9,Tuesday,November,27143.2,Planned,New,0,31-90d,"Q1
(Lowest)",Sep,New Customer
CLR-00358,2025-06-22,2025-08-16,55,American Airlines,MAA,DXB,Medium-Haul,Business,Round-Trip,BOWRT,B2B_Agent,GDS,2,69715.97,10925.98,161283.9,0.0,UPI,5,Ticketed,No,4.0,55,161283.9,MAA → DXB,6,Sunday,August,80641.95,Planned,Occasional,0,31-90d,Q4,Jun,Repeat Customer
CLR-00359,2025-04-18,2025-05-16,28,Air France,COK,DOH,Medium-Haul,Economy,Round-Trip,MOWRT,API_Partner,NDC,4,24156.77,3377.01,110135.12,0.0,Credit Card,0,Confirmed,No,4.0,28,110135.12,COK → DOH,4,Friday,May,27533.78,Short_Term,New,0,8-30d,Q4,Apr,New Customer
CLR-00360,2025-01-18,2025-02-03,16,Lufthansa,DEL,JFK,Long-Haul,Economy,Round-Trip,VOWRT,B2C_Website,GDS,1,46687.13,9388.1,56075.23,0.0,Bank Transfer,0,Confirmed,No,4.0,16,56075.229999999996,DEL → JFK,1,Saturday,February,56075.23,Short_Term,New,0,8-30d,Q2,Jan,New Customer
CLR-00361,2025-05-21,2025-08-18,89,Singapore Airlines,DEL,CDG,Long-Haul,Economy,Round-Trip,VOWRT,B2C_Website,GDS,2,29763.56,5355.28,70237.68,6848.9,Agent Credit,0,Cancelled,No,5.0,89,70237.68000000001,DEL → CDG,5,Wednesday,August,35118.84,Planned,New,1,31-90d,Q3,May,New Customer
CLR-00362,2025-11-30,2025-12-16,16,KLM,COK,DOH,Medium-Haul,Economy,Round-Trip,VOWRT,B2C_Website,NDC,3,8665.43,1390.9,30168.99,0.0,Unknown,1,Confirmed,No,4.0,16,30168.989999999998,COK → DOH,11,Sunday,December,10056.33,Short_Term,Occasional,0,8-30d,"Q1
(Lowest)",Nov,Repeat Customer
CLR-00363,2025-05-31,2025-08-24,85,Emirates,DEL,SIN,Medium-Haul,Economy,Multi-City,BOWRT,B2C_Website,NDC,6,19694.82,3402.6,138584.52,0.0,Credit Card,0,Ticketed,No,4.0,85,138584.52,DEL → SIN,5,Saturday,August,23097.42,Planned,New,0,31-90d,Q4,May,New Customer
CLR-00364,2025-05-11,2025-06-14,34,Etihad Airways,CCU,BKK,Medium-Haul,Economy,Round-Trip,BOWRT,B2B_Agent,NDC,2,9199.49,1679.59,21758.16,1214.44,Bank Transfer,0,Confirmed,No,3.0,34,21758.16,CCU → BKK,5,Sunday,June,10879.08,Planned,New,0,31-90d,"Q1
(Lowest)",May,New Customer
CLR-00365,2025-05-19,2025-06-04,16,KLM,DEL,SIN,Medium-Haul,Premium Economy,One-Way,LOWRT,B2C_Website,NDC,4,18877.69,3619.49,89988.72,2039.45,Debit Card,0,Confirmed,No,3.0,16,89988.72,DEL → SIN,5,Monday,June,22497.18,Short_Term,New,0,8-30d,Q3,May,New Customer
CLR-00366,2025-09-28,2025-11-12,45,Air Canada,BLR,SFO,Long-Haul,Economy,One-Way,MOWRT,B2C_Website,GDS,4,24357.15,4697.32,116217.88,21033.43,Agent Credit,0,Confirmed,No,5.0,45,116217.88,BLR → SFO,9,Sunday,November,29054.47,Planned,New,0,31-90d,Q4,Sep,New Customer
CLR-00367,2025-11-24,2026-01-11,48,Singapore Airlines,DEL,JFK,Long-Haul,Economy,Round-Trip,LOWRT,B2C_Website,GDS,2,27915.78,3905.06,63641.68,805.19,Agent Credit,0,Ticketed,No,3.0,48,63641.68,DEL → JFK,11,Monday,January,31820.84,Planned,New,0,31-90d,Q3,Nov,New Customer
CLR-00368,2025-05-27,2025-08-06,71,Air France,MAA,DXB,Medium-Haul,First,Round-Trip,VOWRT,B2C_Website,GDS,2,89358.09,14858.47,208433.12,0.0,UPI,0,Ticketed,No,5.0,71,208433.12,MAA → DXB,5,Tuesday,August,104216.56,Planned,New,0,31-90d,"Q5
(Highest)",May,New Customer
CLR-00369,2025-03-28,2025-06-23,87,Condor,HYD,LHR,Long-Haul,Economy,Round-Trip,QOWRT,B2B_Agent,NDC,1,31778.14,4202.97,35981.11,0.0,Bank Transfer,1,Ticketed,No,4.0,87,35981.11,HYD → LHR,3,Friday,June,35981.11,Planned,Occasional,0,31-90d,"Q1
(Lowest)",Mar,Repeat Customer
CLR-00370,2025-06-06,2025-10-03,119,Air France,HYD,LHR,Long-Haul,Business,One-Way,QOWRT,API_Partner,GDS,1,104607.43,13551.37,118158.8,0.0,UPI,0,No-Show,No,3.0,119,118158.79999999999,HYD → LHR,6,Friday,October,118158.8,Early_Bird,New,0,91-180d,Q4,Jun,New Customer
CLR-00371,2025-01-04,2025-01-24,20,Condor,BOM,LHR,Long-Haul,Economy,Multi-City,LOWRT,B2B_Agent,GDS,2,21665.19,3063.46,49457.3,4632.84,Debit Card,13,Ticketed,No,4.0,20,49457.299999999996,BOM → LHR,1,Saturday,January,24728.65,Short_Term,Frequent,0,8-30d,Q2,Jan,Repeat Customer
CLR-00372,2025-12-08,2026-01-03,26,Air Canada,MAA,DXB,Medium-Haul,Economy,Round-Trip,MOWRT,B2C_Website,GDS,1,16531.6,3460.04,19991.64,1578.54,Agent Credit,0,Ticketed,Meal preference not available onboard,1.0,26,19991.64,MAA → DXB,12,Monday,January,19991.64,Short_Term,New,0,8-30d,"Q1
(Lowest)",Dec,New Customer
CLR-00373,2025-09-03,2025-10-11,38,Emirates,MAA,KUL,Medium-Haul,Economy,Round-Trip,LOWRT,B2C_Website,GDS,1,21034.37,4227.56,25261.93,583.17,Debit Card,19,Confirmed,No,4.0,38,25261.93,MAA → KUL,9,Wednesday,October,25261.93,Planned,Frequent,0,31-90d,"Q1
(Lowest)",Sep,Repeat Customer
CLR-00374,2025-07-25,2025-07-30,5,Condor,BOM,LHR,Long-Haul,Business,One-Way,MOWRT,B2C_Website,GDS,1,130318.73,23199.63,153518.36,360.89,Debit Card,12,Cancelled,Refund not processed after 30 days,1.0,5,153518.36,BOM → LHR,7,Friday,July,153518.36,Last_Minute,Frequent,1,0-7d,Q4,Jul,Repeat Customer
CLR-00375,2025-04-04,2025-04-10,6,Air France,DEL,LHR,Long-Haul,Premium Economy,Round-Trip,MOWRT,B2B_Agent,NDC,2,44123.43,9387.96,107022.78,2502.85,Credit Card,0,Ticketed,No,4.0,6,107022.78,DEL → LHR,4,Friday,April,53511.39,Last_Minute,New,0,0-7d,Q4,Apr,New Customer
CLR-00376,2025-05-02,2025-07-25,84,Condor,BOM,LHR,Long-Haul,Economy,Round-Trip,YOWRT,B2B_Agent,NDC,2,39537.4,8212.11,95499.02,692.93,Debit Card,0,Refunded,No,3.0,84,95499.02,BOM → LHR,5,Friday,July,47749.51,Planned,New,1,31-90d,Q3,May,New Customer
CLR-00377,2025-03-07,2025-04-01,25,British Airways,DEL,YYZ,Long-Haul,Premium Economy,Round-Trip,HOWRT,API_Partner,GDS,2,91925.55,13125.82,210102.74,0.0,Credit Card,2,Ticketed,"Connection time too short, missed connecting flight",2.0,25,210102.74,DEL → YYZ,3,Friday,April,105051.37,Short_Term,Occasional,0,8-30d,"Q5
(Highest)",Mar,Repeat Customer
CLR-00378,2025-04-08,2025-07-12,95,Emirates,CCU,BKK,Medium-Haul,Premium Economy,One-Way,MOWRT,API_Partner,GDS,3,31612.46,4256.13,107605.77,2120.77,Credit Card,0,Confirmed,No,4.0,95,107605.76999999999,CCU → BKK,4,Tuesday,July,35868.590000000004,Early_Bird,New,0,91-180d,Q4,Apr,New Customer
CLR-00379,2025-06-01,2025-08-31,91,British Airways,BOM,LHR,Long-Haul,Economy,Round-Trip,LOWRT,B2B_Agent,GDS,2,52279.07,6161.66,116881.46,0.0,Credit Card,0,Confirmed,No,4.0,91,116881.45999999999,BOM → LHR,6,Sunday,August,58440.73,Early_Bird,New,0,91-180d,Q4,Jun,New Customer
CLR-00380,2025-03-10,2025-05-02,53,Air Canada,BOM,CDG,Long-Haul,Economy,Round-Trip,LOWRT,B2B_Agent,GDS,1,24209.9,5229.94,29439.84,5786.59,Agent Credit,20,Ticketed,No,4.0,53,29439.84,BOM → CDG,3,Monday,May,29439.84,Planned,Frequent,0,31-90d,"Q1
(Lowest)",Mar,Repeat Customer
CLR-00381,2025-05-18,2025-06-14,27,Lufthansa,BLR,SFO,Long-Haul,Economy,Round-Trip,VOWRT,B2B_Agent,GDS,4,36148.95,5216.82,165463.08,0.0,Debit Card,0,Confirmed,No,3.0,27,165463.08,BLR → SFO,5,Sunday,June,41365.77,Short_Term,New,0,8-30d,Q4,May,New Customer
CLR-00382,2025-05-06,2025-07-04,59,KLM,CCU,BKK,Medium-Haul,Premium Economy,One-Way,MOWRT,B2B_Agent,GDS,1,15033.91,2942.42,17976.33,0.0,UPI,0,Ticketed,No,3.0,59,17976.33,CCU → BKK,5,Tuesday,July,17976.33,Planned,New,0,31-90d,"Q1
(Lowest)",May,New Customer
CLR-00383,2025-02-13,2025-03-11,26,Emirates,BLR,FRA,Long-Haul,Business,Round-Trip,BOWRT,API_Partner,GDS,2,68914.1,12189.92,162208.04,0.0,Agent Credit,8,Cancelled,No,5.0,26,162208.04,BLR → FRA,2,Thursday,March,81104.02,Short_Term,Regular,1,8-30d,Q4,Feb,Repeat Customer
CLR-00384,2025-12-02,2026-01-08,37,Lufthansa,DEL,JFK,Long-Haul,Premium Economy,Round-Trip,BOWRT,API_Partner,GDS,6,38528.88,8238.2,280602.48,5186.61,Credit Card,0,Confirmed,Name spelling error on ticket needs correction,1.0,37,280602.48,DEL → JFK,12,Tuesday,January,46767.079999999994,Planned,New,0,31-90d,"Q5
(Highest)",Dec,New Customer
CLR-00385,2025-12-08,2026-03-06,88,Singapore Airlines,MAA,KUL,Medium-Haul,Business,Multi-City,LOWRT,B2B_Agent,NDC,2,76237.81,13691.01,179857.64,0.0,Agent Credit,0,Confirmed,No,4.0,88,179857.63999999998,MAA → KUL,12,Monday,March,89928.82,Planned,New,0,31-90d,"Q5
(Highest)",Dec,New Customer
CLR-00386,2025-08-07,2025-11-09,94,Etihad Airways,BOM,LHR,Long-Haul,Economy,Round-Trip,MOWRT,Mobile_App,NDC,1,35600.19,7696.72,43296.91,957.33,Agent Credit,0,Ticketed,No,4.0,94,43296.91,BOM → LHR,8,Thursday,November,43296.91,Early_Bird,New,0,91-180d,Q2,Aug,New Customer
CLR-00387,2025-09-27,2025-12-10,74,KLM,DEL,JFK,Long-Haul,Economy,One-Way,EOWRT,B2B_Agent,GDS,2,52041.81,4597.42,113278.46,2582.58,Agent Credit,0,Ticketed,No,5.0,74,113278.45999999999,DEL → JFK,9,Saturday,December,56639.23,Planned,New,0,31-90d,Q4,Sep,New Customer
CLR-00388,2025-03-12,2025-03-28,16,Lufthansa,BLR,FRA,Long-Haul,Premium Economy,One-Way,VOWRT,B2C_Website,GDS,1,63779.96,10405.67,74185.63,0.0,Debit Card,6,Cancelled,No,5.0,16,74185.63,BLR → FRA,3,Wednesday,March,74185.63,Short_Term,Regular,1,8-30d,Q3,Mar,Repeat Customer
CLR-00389,2025-06-03,2025-08-03,61,American Airlines,DEL,YYZ,Long-Haul,Economy,One-Way,YOWRT,B2C_Website,NDC,1,40196.09,4192.5,44388.59,0.0,Agent Credit,0,Ticketed,No,4.0,61,44388.59,DEL → YYZ,6,Tuesday,August,44388.59,Planned,New,0,31-90d,Q2,Jun,New Customer
CLR-00390,2025-02-17,2025-04-25,67,Etihad Airways,CCU,BKK,Medium-Haul,Premium Economy,Round-Trip,VOWRT,B2C_Website,NDC,3,39386.7,5733.96,135361.98,5187.15,Debit Card,12,Ticketed,No,4.0,67,135361.97999999998,CCU → BKK,2,Monday,April,45120.66,Planned,Frequent,0,31-90d,Q4,Feb,Repeat Customer
CLR-00391,2025-05-25,2025-06-15,21,KLM,DEL,SIN,Medium-Haul,Economy,Round-Trip,YOWRT,B2C_Website,GDS,2,12085.7,1110.74,26392.88,0.0,UPI,0,Cancelled,No,2.0,21,26392.88,DEL → SIN,5,Sunday,June,13196.44,Short_Term,New,1,8-30d,"Q1
(Lowest)",May,New Customer
CLR-00392,2025-07-20,2025-10-21,93,Etihad Airways,BLR,CDG,Long-Haul,Premium Economy,Round-Trip,EOWRT,B2B_Agent,GDS,1,33274.5,6370.39,39644.89,3802.25,Agent Credit,0,Ticketed,No,3.0,93,39644.89,BLR → CDG,7,Sunday,October,39644.89,Early_Bird,New,0,91-180d,Q2,Jul,New Customer
CLR-00393,2025-03-24,2025-05-28,65,Singapore Airlines,HYD,LHR,Long-Haul,Premium Economy,Round-Trip,HOWRT,Mobile_App,NDC,1,73652.05,15586.23,89238.28,0.0,Unknown,0,Ticketed,Name spelling error on ticket needs correction,2.0,65,89238.28,HYD → LHR,3,Monday,May,89238.28,Planned,New,0,31-90d,Q3,Mar,New Customer
CLR-00394,2025-06-08,2025-08-18,71,Emirates,MAA,SIN,Medium-Haul,Economy,One-Way,HOWRT,B2B_Agent,GDS,1,14007.26,1260.08,15267.34,2652.8,Debit Card,19,Refunded,No,3.0,71,15267.34,MAA → SIN,6,Sunday,August,15267.34,Planned,Frequent,1,31-90d,"Q1
(Lowest)",Jun,Repeat Customer
CLR-00395,2025-07-29,2025-11-16,110,Etihad Airways,BOM,CDG,Long-Haul,Economy,Round-Trip,MOWRT,B2C_Website,GDS,1,36522.25,4265.65,40787.9,0.0,Bank Transfer,13,Ticketed,Refund not processed after 30 days,1.0,110,40787.9,BOM → CDG,7,Tuesday,November,40787.9,Early_Bird,Frequent,0,91-180d,Q2,Jul,Repeat Customer
CLR-00396,2025-12-09,2025-12-21,12,Emirates,BLR,CDG,Long-Haul,Economy,One-Way,VOWRT,B2C_Website,GDS,1,51913.02,10857.54,62770.56,1748.68,Credit Card,2,Ticketed,No,4.0,12,62770.56,BLR → CDG,12,Tuesday,December,62770.56,Short_Term,Occasional,0,8-30d,Q3,Dec,Repeat Customer
CLR-00397,2025-04-20,2025-05-31,41,Air France,BLR,SFO,Long-Haul,First,Round-Trip,QOWRT,API_Partner,NDC,3,153491.63,16824.06,510947.07,0.0,Bank Transfer,0,Confirmed,Infant ticket pricing seems incorrect,1.0,41,510947.07,BLR → SFO,4,Sunday,May,170315.69,Planned,New,0,31-90d,"Q5
(Highest)",Apr,New Customer
CLR-00398,2025-05-13,2025-06-06,24,KLM,BOM,DXB,Medium-Haul,Business,Round-Trip,MOWRT,B2C_Website,GDS,1,56656.7,8780.14,65436.84,0.0,Debit Card,19,Ticketed,No,4.0,24,65436.84,BOM → DXB,5,Tuesday,June,65436.84,Short_Term,Frequent,0,8-30d,Q3,May,Repeat Customer
CLR-00399,2025-06-12,2025-06-14,2,Emirates,BLR,FRA,Long-Haul,Business,Round-Trip,LOWRT,B2C_Website,NDC,2,129758.54,10447.48,280412.04,10103.27,Agent Credit,0,Ticketed,Unable to add extra baggage through portal,2.0,2,280412.04,BLR → FRA,6,Thursday,June,140206.02,Last_Minute,New,0,0-7d,"Q5
(Highest)",Jun,New Customer
CLR-00400,2025-04-08,2025-07-04,87,Air France,BLR,SFO,Long-Haul,Economy,Round-Trip,VOWRT,B2B_Agent,NDC,3,43754.46,7475.35,153689.43,9597.56,Debit Card,0,Ticketed,No,4.0,87,153689.43,BLR → SFO,4,Tuesday,July,51229.81,Planned,New,0,31-90d,Q4,Apr,New Customer
CLR-00401,2025-08-12,2025-09-30,49,Lufthansa,MAA,KUL,Medium-Haul,Premium Economy,Multi-City,VOWRT,API_Partner,GDS,1,39061.76,3692.65,42754.41,0.0,Debit Card,0,Ticketed,No,4.0,49,42754.41,MAA → KUL,8,Tuesday,September,42754.41,Planned,New,0,31-90d,Q2,Aug,New Customer
CLR-00402,2025-04-25,2025-08-03,100,British Airways,BOM,FRA,Long-Haul,Economy,One-Way,QOWRT,B2B_Agent,GDS,5,33043.76,6438.86,197413.1,6345.06,Debit Card,0,Cancelled,No,3.0,100,197413.1,BOM → FRA,4,Friday,August,39482.62,Early_Bird,New,1,91-180d,"Q5
(Highest)",Apr,New Customer
CLR-00403,2025-08-01,2025-08-06,5,Air France,DEL,LHR,Long-Haul,Economy,Round-Trip,HOWRT,B2B_Agent,GDS,2,23973.36,3838.28,55623.28,3709.16,Agent Credit,13,Ticketed,No,5.0,5,55623.28,DEL → LHR,8,Friday,August,27811.64,Last_Minute,Frequent,0,0-7d,Q2,Aug,Repeat Customer
CLR-00404,2025-09-22,2025-10-13,21,Condor,DEL,YYZ,Long-Haul,Economy,Round-Trip,LOWRT,API_Partner,GDS,3,48916.44,5002.56,161757.0,3166.93,Credit Card,5,Ticketed,"Seat allocation issue, paid for window got middle",2.0,21,161757.0,DEL → YYZ,9,Monday,October,53919.0,Short_Term,Occasional,0,8-30d,Q4,Sep,Repeat Customer
CLR-00405,2025-04-06,2025-05-07,31,Air Canada,DEL,JFK,Long-Haul,Economy,Round-Trip,LOWRT,API_Partner,GDS,1,42256.24,5007.16,47263.4,0.0,Bank Transfer,6,Ticketed,No,3.0,31,47263.399999999994,DEL → JFK,4,Sunday,May,47263.4,Planned,Regular,0,31-90d,Q2,Apr,Repeat Customer
CLR-00406,2025-04-17,2025-06-07,51,Emirates,DEL,CDG,Long-Haul,Business,Round-Trip,MOWRT,B2C_Website,GDS,1,110720.8,13718.52,124439.32,4579.92,Credit Card,11,Cancelled,No,4.0,51,124439.32,DEL → CDG,4,Thursday,June,124439.32,Planned,Frequent,1,31-90d,Q4,Apr,Repeat Customer
